"Kobold","狗头人/狗头人语",
"Krell","浮空脑蛸",
"Lama","喇嘛",
"Lamia","拉米亚",
"Lamprey, Giant","巨八目鳗",
"Large Crocodile","大型鳄鱼",
"Large Herd Animal","大型群居动物",
"Large Roc","大型覆天雕",
"Leech, Giant","巨水蛭",
"Leprechaun","小矮妖",
"Leucrocotta","拟声麋兽",
"Levitate","漂浮",
"Levitation","漂浮",
"Lich","巫妖",
"Light","光亮",
"Light Sensitivity","强光敏感",
"Lightning Bolt","闪电束",
"Lion","狮子",
"Listening at Doors","聆听门后",
"living creature","活体生物",
"Living Statue","活体雕像",
"Lizard man","蜥蜴人/蜥蜴人语",
"Lizard Man","蜥蜴人",
"Lizard, Giant","巨蜥蜴",
"Locate Object","定位物体",
"Locate Plant or Animal","定位动植物",
"Locathah","洛卡鱼人",
"Long range","长距射程",
"Longevity","长寿",
"Losing Direction","迷失方向",
"Lower Water","降低水位",
"Lurker Above","上伏鳐怪",
"Lycanthrope","兽化人",
"Mage","巫师",
"Magic Item","魔法物品",
"Magic Jar","魔魂壶",
"Magic Missile","魔法飞弹",
"Magic Research","魔法研究",
"Magic resistance","魔法抗性",
"Magic-user","魔法师",
"Magical Research","魔法研究",
"Magician","魔术师",
"Mako Shark","鲭鲨",
"Malfyr","异种象怪",
"Manticore","蝎狮",
"Mantid","螳螂人",
"Mantis, Giant","巨螳螂",
"Marching Order","行进顺序",
"Massmorph","幻化林木",
"Master Thief","神偷",
"Mastodon","乳齿象",
"Matriarch","牧首",
"Medallion of ESP 30’","超感勋章·30'",
"Medallion of ESP 90’","超感勋章·90'",
"Medium","灵媒",
"Medium Herd Animal","中型群居动物",
"Medium range","中距射程",
"Medusa","蛇发妖/蛇发妖语",
"Melee Attacks","近战攻击",
"Mercenaries","佣兵",
"Merchant","行商",
"Merman","人鱼",
"Merrow","水食人魔",
"Miles per Day","每日移动里程",
"Mimic","拟形怪",
"Mind Lasher","灵吸妖",
"Minotaur","牛头人/牛头人语",
"Mirror Image","镜影",
"Mirror of Life Trapping","囚命镜",
"Missile attack","投射攻击",
"Moderate breeze","和风",
"Modifier","调整值",
"money","金钱",
"Monitor Lizard","巨种蜥",
"Morale Rating","士气值",
"Mountain Lion","山狮",
"Move Earth","移土",
"Move silently","无声行动",
"movement rate","移动速率",
"Mud to Rock","化泥为石",
"Mule","骡子",
"Mummy","木乃伊",
"Mundane damage immunity","免疫凡俗伤害",
"Mutoid","拼合人",
"Mycelian","蕈菇人",
"Myrmidon","侍卫",
"Narwhal","独角鲸",
"Navigator","领航员",
"Neanderthal (Caveman)","尼安德特人(穴居人)",
"Near gale","烈风",
"Necromancer","死灵法师",
"Necrophidius","骸骨蛇",
"Neutralize Poison","中和毒素",
"Nightmare","梦魇",
"nixie","水泽精",
"Nixie","水魅",
"No wind","无风",
"Noble","贵族",
"Nomad","游牧民",
"Non-combatants","非战斗单位",
"Non-Player Character","非玩家角色",
"Normal Bat","普通蝙蝠",
"Normal Crocodile","普通鳄鱼",
"Normal Hawk","普通鹰",
"Normal Human","普通人类",
"Normal Rat","普通老鼠",
"Normal Rhinoceros","普通犀牛",
"Normal Wolf","普通狼",
"NPC","NPC",
"Oarsman","划桨手",
"Obscuring Mist","缥缈迷雾",
"Ochre Jelly","赭冻怪",
"Octopus, Giant","巨章鱼",
"Ogre","食人魔/食人魔语",
"Oil Beetle","油甲虫",
"Ointment","油膏",
"Old-School Essentials","《老派要典》",
"Open locks","开锁",
"Orc","兽人",
"Orcish","兽人语",
"Otyugh","食腐怪",
"Overland Travel","长途跋涉",
"Owl Bear","枭熊",
"Paladin","圣武士",
"Panther","豹",
"Paralysis","麻痹",
"Part Water","分水",
"Partial cover","部分掩蔽",
"Party","团队",
"Pass Plant","穿行植物",
"Pass-Wall","穿墙",
"Patriarch","牧首",
"PC","PC",
"Pegasus","天马",
"penalty","惩罚",
"Percentile Roll","百分比掷骰",
"Peryton","鹿鹰兽",
"petrify","石化",
"Phantasmal Force","虚幻之力",
"Phase Spider","相位蜘蛛",
"Phoenix","火凤",
"Pick pockets","盗窃",
"Piercer","穿刺怪",
"Pilferer","小偷",
"Pirate","海盗",
"Pit Viper","蝮蛇",
"Pixie","皮克精/皮克精语",
"Player Character","玩家角色",
"Player Knowledge","玩家知识",
"poison","毒素",
"Poison","毒素",
"Poisonous Toad","毒蟾蜍",
"Polar Bear","北极熊",
"Poltergeist","骚灵",
"Polymorph Others","变形他人",
"Polymorph Self","变形自我",
"potion","药水",
"Poultice","敷药",
"Predict Weather","预测天气",
"priest","祭司",
"priestess","女祭司",
"Prime Requisite","主要属性",
"Produce Flame","造焰",
"Projected Image","投影",
"Protection","防护",
"Protection from Elementals","防护元素",
"Protection from Evil","防护邪恶",
"Protection from Evil 10’ Radius","防护邪恶·10'半径",
"Protection from Fire and Lightning","防护火电",
"Protection from Lycanthropes","防护兽化人",
"Protection from Magic","防护魔法",
"Protection from Normal Missiles","防护普通投射物",
"Protection from Plants and Animals","防护动植物",
"Protection from Poison","防护毒素",
"Protection from Undead","防护亡灵",
"Pseudo-Dragon","伪龙",
"Pteranodon","无齿翼龙",
"Pterodactyl","翼手龙",
"Pterosaur","翼龙",
"Purify Food and Water","净化饮食",
"Purple Worm","紫虫",
"pursue/Pursuit","追赶",
"Quest","使命",
"Raise Dead","复活死者",
"Rakshasa","罗刹",
"Range","射程/范围",
"Range: Touch","射程：接触",
"Ranger","游侠",
"rare","稀有",
"Rat","老鼠",
"Ration, Iron","耐久口粮",
"Ration, Standard","标准口粮",
"Read Languages","解读文书",
"Read Magic","阅读魔法",
"Red Dragon","红龙",
"Referee","裁判",
"Regeneration","再生",
"Reincarnation","转生",
"Remorhaz","熔核魔虫",
"Remove Curse","移除诅咒",
"Remove Fear","移除恐惧",
"Remove Geas","解除指使",
"Remove Quest","解除使命",
"Required Crew","所需乘员",
"Resist Cold","抵抗寒冷",
"Resist Fire","抵抗火焰",
"Resolve","处理",
"retainer","仆役",
"Revenant","还魂尸",
"Reversible spells","逆向施法",
"Reversing Spells","逆向施法",
"Rhagodessa","双钩蟹蛛",
"Rhinoceros","犀牛",
"Riding Horse","骑乘用马",
"ring","戒指",
"Robber","劫匪",
"Robber Fly","盗虻",
"Roc","覆天雕",
"Rock Baboon","岩狒狒",
"Rock Living Statue","活体岩石雕像",
"Rock Python","岩蟒",
"Rod of Cancellation","抹消权杖",
"rods","权杖",
"Roll","掷骰",
"Rope of Climbing","攀爬之绳",
"Roper","石绳妖",
"Rot Grub","腐蛆",
"Round","轮",
"Rumor","传言",
"Rust Monster","锈蚀怪",
"Sabre-Toothed Tiger","剑齿虎",
"sage","贤者",
"Sahuagin","沙华鱼人",
"Sailor","水手",
"Salamander","魔螈",
"Saltwater Termite","咸水白蚁",
"Satyr","半羊人",
"Saving Throw","豁免",
"Scarab of Protection","防护圣甲虫",
"Scenario","剧本",
"Scorpion, Giant","巨蝎",
"Scorpionoid","蝎子人",
"scroll","卷轴",
"Scroll Use","使用卷轴",
"Sea Dragon","海龙",
"Sea Hag","海鬼婆",
"Sea Hydra","海生多头蛇",
"Sea Serpent (Greater)","高级海蛇怪",
"Sea Serpent (Lesser)","次级海蛇怪",
"Sea Snake","海蛇",
"Sea Turtle","海龟",
"Seahorse, Giant","巨海马",
"Searching for Secret Doors","搜索暗门",
"Seaworthiness","适航性",
"sect","教派",
"Seep","渗入",
"Seer","先知",
"Sentient Species","智能种族",
"session","游戏",
"Shadow","幽影",
"Shambling Mound","蔓生怪",
"Shark","鲨鱼",
"Sharper","欺诈师",
"Sherif","郡长",
"Sheriff","郡长",
"shield","盾牌",
"Shield","护盾",
"Ship’s captain","船长",
"Shire","郡",
"Short range","短距射程",
"Shrew, Giant","巨地鼠",
"Shrieker","尖啸蕈",
"Silence 15’ Radius","沉默·15'半径",
"Silver Dragon","银龙",
"Skeleton","骷髅",
"Skill","技能",
"Sleep","睡眠",
"Slithering Tracker","滑行追猎者",
"Slow","缓慢",
"Slow Poison","延缓毒素",
"Slug, Giant","巨蛞蝓",
"Small Herd Animal","小型群居动物",
"Small Roc","小型覆天雕",
"Snake","蛇",
"Snake Charm","魅惑蛇类",
"Snake Person","蛇人",
"Snapping Turtle","龇龟",
"Sorcerer","术士",
"Sorceress","女术士",
"Spawn of the Worm","蠕虫孽种",
"Speak with Animals","动物交谈",
"Speak with Plants","植物交谈",
"spear","矛",
"Specialist","专员",
"Speciality","特长",
"Spectre","幽魂",
"Speed","加速",
"Spell Casting","施法",
"Spell Storing","储法",
"Spell Turning","法术反转",
"Spells","法术",
"Sperm Whale","抹香鲸",
"Sphinx","狮身人面兽",
"Spider, Giant","巨蜘蛛",
"Spitting Cobra","喷毒眼镜蛇",
"Sprite","小妖精",
"Spy","密探",
"Squid, Giant","巨鱿鱼",
"Staff of Commanding","命令法杖",
"Staff of Healing","治疗法杖",
"Staff of Power","威力法杖",
"Staff of Snakes","蛇之法杖",
"Staff of Striking","强击法杖",
"Staff of Withering","枯萎法杖",
"Staff of Wizardry","魔力法杖",
"Stampede","奔腾",
"staves","法杖",
"Stegosaurus","剑龙",
"Sticks to Snakes","化杖为蛇",
"Stirge","蚊禽",
"Stone Giant","石巨人",
"Stone Golem","石魔像",
"Stone to Flesh","化石为肉",
"Storm Giant","风暴巨人",
"Strangle","扼杀海草",
"Strength","力量",
"Striking","强击",
"Strong breeze","强风",
"stronghold","据点",
"Subterranean Lizard","地底蜥蜴",
"Summon Animals","召唤动物",
"Superhero","豪侠",
"supplements","拓展内容",
"Surprise","突袭",
"Svirfneblin","斯涅布利",
"Swallow whole","囫囵活吞",
"Swamp Termite","沼泽白蚁",
"Swashbuckler","浪客",
"Swoop","飞扑",
"Swordmaster","剑师",
"Tarantella","毒舞蛛",
"Tarrasque","泰斯拉奎巨兽",
"Telekinesis","心灵遥控",
"Teleport","传送",
"Temperature Control","操控温度",
"temple","神庙",
"The Basic/Expert Rules","基础级/专家级规则",
"The caster","该施法者",
"Thief","盗贼",
"Thoul","巨鬼",
"Tiger","虎",
"Tiger Beetle","虎甲虫",
"Tightrope walking","走钢丝",
"Titan","泰坦",
"Titanothere","雷兽",
"Toad, Giant","巨蟾蜍",
"tongue","用语",
"Trader","商旅",
"trample","践踏",
"Transmute Mud to Rock","化泥为石",
"Transmute Rock to Mud","化石为泥",
"Trapper","陷阱虫",
"Treant","树人",
"treasure","财宝",
"Treasure Finding","寻宝",
"Treasure Map","藏宝图",
"Tree Shape","树形",
"Triceratops","三角龙",
"Triton","法螺鱼人",
"Troglodyte","穴蜥人",
"Troll","巨魔",
"Tuatara","鳄蜥",
"Turn","回合",
"Turning the Undead","驱散亡灵",
"Turtle, Giant","巨龟",
"Tyrannosaurus Rex","霸王龙",
"Unarmed Attacks","徒手攻击",
"Undead Monster","亡灵怪物",
"Unicorn","独角兽",
"Using magic items","使用魔法物品",
"Vampire","吸血鬼",
"Vapor","汽雾",
"Ventriloquism","魔嘴",
"veteran","老兵",
"Veteran","老兵",
"Vicar","代牧",
"Violet Fungus","紫蕈",
"Wall of Fire","火墙",
"Wall of Ice","冰墙",
"Wall of Stone","石墙",
"Wall of Thorns","棘墙",
"wand","魔杖",
"Wand of Cold","寒冷魔杖",
"Wand of Enemy  Detection","探敌魔杖",
"Wand of Fear","恐惧魔杖",
"Wand of Fire Balls","火球魔杖",
"Wand of Illusion","幻象魔杖",
"Wand of Lightning Bolts","闪电束魔杖",
"Wand of Magic Detection","魔法侦测魔杖",
"Wand of Metal Detection","金属侦测魔杖",
"Wand of Negation","抵消魔杖",
"Wand of Paralysation","麻痹魔杖",
"Wand of Polymorph","变形魔杖",
"Wand of Secret Door Detection","侦测暗门魔杖",
"Wand of Trap Detection","侦测陷阱魔杖",
"Wands","魔杖",
"War Dog","战犬",
"War Horse","战马",
"Warlock","巫术师",
"Warp Beast","次元兽",
"Warp Wood","曲木",
"Warrior","武士",
"Wasp, Giant","巨黄蜂",
"Water Breathing","水中呼吸",
"Water Elemental","水元素",
"Water Fiend","水魔",
"Water Termite","水白蚁",
"Water Walking","水上行走",
"Waterborne Adventuring","水上冒险",
"Weakness","虚弱",
"wealth","财富",
"Weapon","武器",
"weapon","武器",
"Weasel, Giant","巨鼬鼠",
"Web","蛛网",
"Werebear","熊人",
"Wereboar","野猪人",
"Wererat","鼠人",
"Weretiger","虎人",
"Werewolf","狼人",
"Whale","鲸鱼",
"White Dragon","白龙",
"Wight","尸妖",
"Wild Dog","野狗",
"Wild Horse","野马",
"Wilderness Adventuring","荒野冒险",
"Wildness","荒野",
"Will","意志","仅当作为一种属性值"
"Will-o’-the-Wisp","鬼火",
"Wind Conditions","风级",
"Winter Wolf","冬狼",
"Wisdom","睿知","仅当作为DND人物的一种属性"
"Wish","祈愿","仅当作为法术名称"
"Witch","女巫",
"Wizard","法师",
"Wizard Eye","法师之眼",
"Wizard Lock","法师之锁",
"Wolf","狼",
"Wood Golem","木魔像",
"Woolly Rhinoceros","披毛犀",
"Wraith","恶灵",
"Wyvern","双足飞龙",
"X-in-6 Roll","X/6 掷骰",
"x-ray vision","透视戒指",
"Xorn","索恩石怪",
"Yellow Mould","黄霉菌",
"Yeti","雪猿",
"Zombie","丧尸",
"Engulf","吞没",
"Percentage","百分值",
"Aspirant","有志者",
"Ovate","卵叶",
"Initiate of the 1st Circle","一环新进者",
"Initiate of the 2nd Circle","二环新进者",
"Initiate of the 3rd Circle","三环新进者",
"Initiate of the 4th Circle","四环新进者",
"Initiate of the 4th Circle","五环新进者",
"Initiate of the 6th Circle","六环新进者",
"Druid","德鲁伊",
"Auditory Illusion","幻听",
"Chromatic Orb","繁彩球",
"Colour Spray","虹彩喷射",
"Dancing Lights","舞光",
"Detect Illusion","侦测幻象",
"Glamour","魅影",
"Hypnotism","催眠",
"Spook","惊吓",
"Wall of Fog","雾墙",
"Blindness / Deafness","目盲 / 耳聋",
"Blur","朦胧",
"False Aura","伪装灵气",
"Fascinate","迷魂",
"Hypnotic Pattern","催眠图纹",
"Improved Phantasmal Force","进阶虚幻之力",
"Quasimorph","拟形",
"Whispering Wind","随风耳语",
"Blacklight","黑光",
"Dispel Illusion","驱散幻象",
"Fear","恐惧",
"Nondetection","回避侦测",
"Paralysation","麻痹",
"Phantom Steed","虚幻驹",
"Rope Trick","魔绳",
"Spectral Force","幽幻之力",
"Suggestion","暗示",
"Wraithform","恶灵形态",
"Emotion","情感",
"Illusory Stamina","虚拟活力",
"Improved Invisibility","进阶隐形",
"Minor Creation","弱效造物",
"Phantasmal Killer","幻影杀手",
"Rainbow Pattern","虹彩图纹",
"Shadow Monsters","幽影怪物",
"Solid Fog","重雾",
"Veil of Abandonment","废弃帷幕",
"Chaos","混乱",
"Demi-Shadow Monsters","半影怪物",
"Illusion","幻象",
"Looking Glass","窥镜",
"Major Creation","强效造物",
"Maze of Mirrors","镜之迷宫",
"Seeming","伪装",
"Shadowcast","影溯",
"Shadowy Transformation","幽影变形",
"Time Flow","时间流涌",
"Visitation","灵访",
"Acid Fog","酸雾",
"Dream Quest","梦境使命",
"Impersonation","假冒",
"Manifest Dream","幻梦成真",
"Mass Suggestion","群体暗示",
"Mislead","误导",
"Permanent Illusion","永恒幻象",
"Shades","召影",
"Through the Looking Glass","穿镜",
"Triggered Illusion","触发幻象",
"True Seeing","真视",
"Vision","启视",
